source,chunk
rc-website-fork/content/post/2022-women-in-hpc-202301.md,"The Data Analytics Center is UVA's new hub for the management and analysis of your large research data. Need help with your computational research? DAC staff specialize in key domain areas such as image processing, text analysis, bioinformatics, computational chemistry and physics, neural networks, and more. And because the DAC team is located within Research Computing, they can assist in getting your workflows running on the University’s highperformance cluster or secure data system. They can answer your basic computational questions or, through funded engagements, be embedded in your projects. Big data doesn’t have to be a big deal. Learn how DAC can assist with your computational research – schedule an initial consultation with one of their data analysts by submitting a consultation request. Information on DAC's full range of services is available on the DAC webpage."
rc-website-fork/content/post/2023-03-matlab-seminar.md,"Medical images come from multiple sources such as MRI, CT, Xray, ultrasound, and PET. Analysis of these images requires a comprehensive environment for data access, visualization, processing, and algorithm development. The main challenge is to extract clinically meaningful information based on advanced techniques such as Artificial Intelligence (AI). To achieve this, one needs to clean, segment, register, and label a large collection of images. For the AI analysis, there are many more challenges such as iteratively adjusting AI models or learning parameters. MATLAB provides tools such as Medical Imaging Toolbox and Deep Learning Toolbox and algorithms for endtoend medical image analysis and AI workflow. When: March 16, 2023, 34PM EDT Highlights In this presentation, you will learn how to: Easily import and visualize 2D images and 3D volumes interactively Segment, register, and label medical image and volume data Import and edit pretrained networks for processing Design, train, and test AI and deep learning models About the Presenter Dr. Elvira OsunaHighley Principal Education Application Engineer MathWorks eosunahi@mathworks.com Elvira OsunaHighley, Ph.D. is part of a global team supporting academic research and teaching at MathWorks. Before joining MathWorks, she was on the faculty of the Computational Biology Department at Carnegie Mellon University. She holds a doctorate in Biomedical Engineering from Carnegie Mellon University, where her research involved applying machine learning techniques to fluorescence microscope images."
rc-website-fork/content/post/2018-fall-workshops.md,"School of Medicine Research Computing provides training opportunities covering a variety of data analysis, basic programming and computational topics. Workshops break roughly into the three main areas relevant to computationallyintensive research: code, data, and computing. All of the classes are taught by RC experts and are freely available to UVa faculty, staff and students. R / R package development Python Matlab Biomedical Image Processing Bioinformatics on HPC Data manipulation Data visualization Databases Machine Learning Cloud Computing Containers Rivanna (HPC) Ivy (Secure Computing)"
rc-website-fork/content/post/2024-september-17-open-house.md,"UPDATE: The Research Computing Open House was held on a blustery, rainy day, but the spirits of the staff and attendees were not dampened. Turnout was above expectations despite the wet weather. Attendees enjoyed the buffet and their interactions with RC staff. The winners of the randomdrawing prizes were Maria Luana Morais, SOM Matt Panzer, SEAS Artun Duransoy, SEAS {{< rawhtml }} {{< /rawhtml }} Please join us at the Research Computing Open House on Tuesday, September 17, 2024, from 25 p.m. in the Commonwealth Room at Newcomb Hall. We are excited to host the UVA community to share updates on a new supercomputer and services that we are offering. Why Attend? Talk with research computing experts and staff. Have your questions answered. Receive the latest information on research computing at UVA, including Afton, UVA’s new supercomputer, and other highperformance computing resources Secure compute & storage solutions Research collaboration and grant support services the Data Analytics Center: dataset management and analytics including AI the Digital Technology Core: use of wearables, smartwatches, smartphones or IoT devices in your research Upcoming RC workshops Learn about our student workers program Enjoy light refreshments How to Attend You are welcome to drop in anytime during the event and stay as long as you would like. If you are planning to attend, please RSVP for the Open House in advance. Those who RSVP and attend will be entered into a drawing for for one of three prizes totaling $150! Time & Location: Tuesday, September 17 25 p.m. Commonwealth Room at Newcomb Hall Event Schedule: Time Activity 2:052:20 Opening Remarks: Presented by Joshua Baller, Associate Vice President for Research Computing 2:205:00 Networking and Information Tables: Explore information tables and interactive demos. Research Computing staff will be available to answer questions. Have a Question? Contact Research Computing"
rc-website-fork/content/post/2024-september-17-open-house.md,at hpcsupport@virginia.edu.
rc-website-fork/content/post/2022-01-women-in-hpc.md,"We are proud to announce the founding of Virginia's first Women in HighPerformance Computing (VAWHPC) program. Join us for our first event of 2022: Female research leaders of the Commonwealth sharing and discussing how HPC has facilitated their scientific research and professional careers. Topic: How does HPC help with your scientific research Faculty perspectives, Part II When: Jan 25, 2022 01:00 PM, Eastern Time (US and Canada) Our speakers: Anne Brown (VT) is an Assistant Professor of Biochemistry, Science Informatics Consultant and Health Analytics Coordinator at Virginia Tech. Her research interests include utilizing computational modeling to answer biological questions and aid in drug discovery and the application of computational molecular modeling to elucidate the relationship between structure, function, and dynamics of biomolecules. Jenna Cann (GMU) is a postdoctoral fellow at NASA Goddard Space Flight Center. Jenna received a PhD in Physics from George Mason University. Her research focuses on studying black holes in dwarf and low metallicity galaxies, in an effort to constrain the origins of supermassive black holes that can be up to billions of times the mass of our Sun. To do this, they use both theoretical modeling with the Cloudy spectral simulation code and infrared and Xray observations to determine the most effective ways to find these elusive objects. Jenna currently serves as a coofficer in the NASA Goddard Association for Postdoctoral and Early Career Scholars (NGAPS+) and was a cofounder of the GMU Physics and Astronomy department's diversity, equity, inclusion, and accessibility (DEIA) organization, SPECTRUM. Alexis Edwards (VCU) is an Associate Professor of Psychiatry at Virginia Commonwealth University. Her research focuses on understanding the etiology of substance use disorders, suicidal behavior, and internalizing problems, including how these outcomes are related to one another. Virginia WHPC is committed to increasing diversity and inclusion by promoting and encouraging"
rc-website-fork/content/post/2022-01-women-in-hpc.md,the participation of women in highperformance computing and related fields.
rc-website-fork/content/post/2023-july-scratch-transfer.md,"{{< alertgreen }}During the July 18th maintenance, RC engineers installed a new /scratch file storage system on Rivanna. We have created sample scripts and instructions to help you transfer your files from the previous file system to the new one.(Expand the link below for details.){{< /alertgreen }} The previous scratch filesystem, now called /oldscratch, will be permanently retired on October 17, 2023 and all the data it contains will be deleted. Users should clean up their /oldscratch directory in preparation, to minimize the load. A sample script is posted below. Modified queue limits have been implemented to provide maximum read/write performance of the new /scratch filesystem. Please refer to our updated documentation and adjust your job scripts accordingly. Transfer Instructions Example script to copy files {{< pullcode file=""/static/scripts/democopyscratch.slurm"" lang=""bash"" }} The script will also be available through the Open OnDemand Job Composer: Go to Open OnDemand Job Composer Click: New Job From Template Select democopyscratch In the right panel, click ""Create New Job"" This will take you to the ""Jobs"" page. In the ""Submit Script"" panel at the bottom right, click ""Open Editor"" Enter your own allocation. You may edit the script as needed. Click ""Save"" when done. Going back to the ""Jobs"" page, select democopyscratch and click the green ""Submit"" button. As we expect a high volume of data migration, please refrain from doing so directly on the login nodes but instead submit it as a job via the provided Slurm script as described above. The new scratch is subject to the same 10 TB quota and 90day purge policy. There is no restriction on the number of files. A friendly reminder that scratch is intended as a temporary work directory, not longterm storage space. It is not backed up and old files need to be purged periodically for"
rc-website-fork/content/post/2023-july-scratch-transfer.md,"system stability. RC offers a number of lowcost storage options to researchers. For more information, visit our storage page."
rc-website-fork/content/post/2022-december-maintenance.md,"{{< alertgreen }}Rivanna will be down for maintenance on December 19, 2022 beginning at 6 a.m.{{< /alertgreen }} You may continue to submit jobs until the maintenance period begins, but if the system determines your job will not have time to finish, it will not start until Rivanna is returned to service. Users will not be able to access the Globus data transfer node during the maintenance period. All systems are expected to return to service by 6 a.m. on Tuesday, December 20. Globus users may need to rebuild their shared collections. IMPORTANT MAINTENANCE NOTES Two new toolchains are now available: goolf/11.2.04.1.4 and intel/2022.11. The former consists of GCC 11.2.0, OpenMPI 4.1.4, and math libraries. The latter is Intel oneAPI that consists of the Intel compilers, MKL, and MPI. (Note that there is no need to load intelmpi from this version onwards.) The default versions have not been upgraded this time. Users with their own compiled codes are encouraged to build them with the new toolchains and report any issues. Modules The following software modules will be removed from Rivanna during the maintenance period: | Module | Removed version | Replacement | |||| |blender |2.78c | 3.2.1 | |cellranger |4.0.0 | 5.0.0, 6.0.1, 7.0.1 | |cellrangeratac |1.2.0 | 2.0.0 | |diamond |0.9.13| 2.0.14| |drmaa |1.1.2 | 1.1.3 | |fsl |6.0.0 | 6.0.5 | |go |1.8.1, 1.13.4 | 1.18.4 | |gparallel |20170822 | parallel/20200322 | |gurobi |9.0.1, 9.1.1 | 9.5.0 | |htslib |1.4.1 | 1.7, 1.9 | |igvtools |2.8.9 | 2.12.0 | |librmath |3.6.2 | 3.6.3 | |macs2 |2.1.2 | 2.2.7.1 | |micromamba |0.7.14| 0.24.0 | |nextflow |0.26.0.4715 | 20.10.0 | |salmon |1.2.1 | 1.5.1 | |seqoutbias |1.2.0 | 1.3.1 | |sratoolkit |2.8.0, 2.9.1 | 2.10.5 | |trimmomatic |0.36 | 0.39 | |vcftools |0.1.15| 0.1.16 | Archived containers can be found"
